config_id,config_description,question_text,expected_doc_id,retrieved_top_k_ids,correct_doc_rank,is_hit_at_k
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"O que o Anexo II da Portaria nº 1, de 8 de janeiro de 2021, descreve em relação aos cargos e funções?",18248,"[17306, 18243, 20229, 60231, 20050, 17312, 20251, 23637, 18255, 18122]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quais são as responsabilidades de acompanhamento, avaliação e desenvolvimento de ações em relação a licenças médicas, ausências por saúde, retorno ao trabalho, assédio e gestão de diversidade?",90362,"[90341, 90353, 90342, 78882, 11354, 90354, 37683, 37690, 90087, 37691]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Qual o motivo da solicitação de revisão do Edital do Concurso de ingresso nas serventias extrajudiciais do TJPA (2006/2007) no Procedimento de Controle Administrativo nº 600?,128122,"[128113, 128347, 89032, 80925, 79804, 80495, 71630, 73570, 88708, 131286]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quem são os requerentes nos Pedidos de Providências que têm Washington Luiz Damasceno Freitas como requerido?,61156,"[26106, 38740, 113363, 95547, 94420, 42927, 94510, 100178, 99850, 118747]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Qual é o assunto abordado no Recurso Administrativo do PCA nº 0001106-02.2015.2.00.0000?,59265,"[50051, 52377, 49284, 54158, 50549, 51010, 49642, 49202, 50348, 50204]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Qual é o assunto principal do Procedimento de Controle Administrativo nº 0003095-48.2012.2.00.0000?,97109,"[92907, 92612, 85729, 97288, 95839, 94710, 86925, 87789, 86032, 86773]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quem é responsável pela coordenação ou colaboração em projetos de difusão cultural e direitos humanos?,15822,"[15822, 30133, 33817, 64112, 917, 33824, 2918, 64100, 24937, 116150]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Conforme o Art. 7º, quais atalhos cada órgão do Poder Judiciário deve disponibilizar em seu sítio eletrônico oficial e qual a possibilidade do CNJ em relação a esses acessos?",65476,"[65477, 65476, 24282, 35426, 49471, 31767, 38325, 31315, 47330, 40574]",2.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Qual será o período, a modalidade e o horário dos trabalhos de inspeção nos setores administrativo e judicial do Tribunal Regional Federal da 2ª Região em março de 2020, e qual a exigência de disponibilidade de servidores?",43783,"[44191, 43783, 44188, 44105, 44102, 48203, 43743, 44192, 43774, 44369]",2.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,O que a Constituição da República estabelece em relação à observância do princípio da eficiência na administração pública?,37487,"[37487, 37427, 9896, 29930, 37368, 132721, 133618, 24411, 45060, 109416]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Por qual motivo a Procuradora-Geral da República Raquel Dodge não compareceu à sessão do Conselho, e qual foi a posição do Ministério Público Federal em relação à liderança do Ministro Dias Toffoli?",49481,"[49481, 40182, 43068, 39347, 49377, 45506, 45601, 46271, 49213, 129980]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quais são os nomes dos servidores designados para assessorar os magistrados durante os trabalhos de correição, e a quais órgãos eles pertencem?",43976,"[10882, 37226, 28508, 35775, 35888, 11478, 10839, 55781, 36852, 36875]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quem é o relator do RECURSO ADMINISTRATIVO NA REVISÃO DISCIPLINAR de número 0006027-38.2014.2.00.0000?,56030,"[56610, 56308, 56458, 58768, 57086, 57304, 58567, 56733, 56165, 55903]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quais são as partes envolvidas, a relatora e o assunto principal da Reclamação Disciplinar nº 0003529-90.2019.2.00.0000, que tem Alexandre Victor de Carvalho como requerido?",31865,"[43108, 46008, 31821, 32257, 46098, 45486, 21507, 43066, 14062, 45761]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Qual o assunto principal do Pedido de Providências nº 0004128-73.2012.2.00.0000, que tem AROLDO BRITO DE LEMOS como requerente e o Conselho Nacional de Justiça como requerido?",86926,"[86917, 87775, 85725, 86768, 86022, 100477, 97860, 98238, 110106, 130934]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quando os internos iniciam os cursos preparatórios e como são direcionados para cursos profissionalizantes e empregos?,22892,"[22892, 121738, 91320, 27472, 24149, 115245, 106572, 114837, 69579, 126507]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Qual é o assunto associado a GUIMARÃES PEIXOTO (DF30789) e ANTÔNIO AUGUSTO DE SOUZA COELHO (SP100060)?,55877,"[56144, 55877, 58523, 72593, 56003, 81592, 81386, 3888, 46005, 39813]",2.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Qual a finalidade da designação temporária de servidores e um colaborador eventual pelo Corregedor Nacional de Justiça, segundo o Art. 1º do SEI n. 03728/2025?",2722,"[2722, 28230, 2790, 2549, 2893, 28454, 4086, 121319, 36345, 20746]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Qual é o procedimento para solicitar uma mudança de leiaute e o que se define como mudança de leiaute para fins desta instrução?,55175,"[55175, 10606, 10605, 55176, 55173, 55180, 10610, 10612, 55181, 10602]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quais são os grupos e indivíduos cuja participação é obrigatória na elaboração das propostas orçamentárias e dos planejamentos estratégicos dos órgãos do Poder Judiciário, conforme o Art. 6º?",70781,"[70772, 38182, 120964, 18772, 101783, 115326, 18761, 1594, 38181, 18767]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Como e qual o prazo para o recolhimento da cota de participação, e qual a base utilizada para o cálculo do seu valor?",35023,"[35023, 16789, 35027, 19094, 35024, 16804, 17686, 16802, 35018, 16783]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quem foi designado para presidir a Comissão Permanente de Gestão Estratégica, Estatística e Orçamento?",47036,"[46987, 46988, 55667, 109663, 69196, 46986, 47024, 36161, 33439, 55666]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quais são as diretrizes específicas relativas aos espaços de vivência e à movimentação interna de pessoas LGBTI privadas de liberdade, no contexto das garantias do local de detenção?",37545,"[37545, 37540, 37546, 37509, 37515, 37536, 37532, 37524, 37503, 37525]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quais são as competências listadas para a Seção de Pagamento, conforme o item 9.7.7?",90370,"[90361, 90189, 48222, 90254, 122127, 90311, 70735, 34309, 90362, 90221]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Qual é o assunto principal do Processo n.º 346685?,88383,"[93103, 94228, 94143, 95673, 95898, 96067, 99152, 99260, 91874, 95311]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quem presidiu o julgamento de 28 de junho de 2016 e qual advogado fez sustentação oral em defesa do Requerido?,61182,"[60307, 61949, 61180, 13851, 20832, 13212, 13859, 21911, 5006, 62366]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quais elementos são considerados ao tratar de trabalho gratuito e remuneração em localidades com Índice de Desenvolvimento Humano Municipal inferior a zero?,59436,"[57597, 57224, 57449, 59124, 59436, 59278, 57006, 56857, 56423, 58692]",5.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Conforme o Art. 338 e seu parágrafo único, qual o procedimento a ser adotado caso existam matrículas de imóveis distintas com o mesmo número de ordem?",18003,"[18003, 18000, 102240, 18002, 18885, 102239, 17605, 18882, 18884, 18412]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quem presidiu o julgamento?,71282,"[125860, 6127, 6135, 6096, 6106, 6120, 6083, 6079, 6088, 6101]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Qual a finalidade da indicação de embaixadores e embaixadoras do Observatório pelo Presidente do Conselho Nacional de Justiça, e quais são suas competências?",41113,"[41113, 15906, 15907, 41110, 41117, 49078, 41122, 32815, 13712, 38354]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Qual foi a decisão do Tribunal de Justiça de Mato Grosso (TJMT) referente ao pedido de justificativa de afastamento de um candidato aprovado no concurso da magistratura que não pôde concluir o curso de formação devido a um problema de saúde (Estresse Pós-Traumático)?,68088,"[77506, 64742, 64206, 77870, 64367, 64543, 68374, 62252, 65956, 69839]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Qual foi a decisão do Recurso Administrativo nº 0005411-92.2016.2.00.0000 que envolve a LIRA CONSULTORIA LTDA e a CORREGEDORIA-GERAL DA JUSTIÇA DO ESTADO DO AMAZONAS?,56625,"[77615, 70268, 77617, 68228, 56952, 57170, 78393, 78123, 56819, 112985]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,O que a Portaria Nº 391 de 10/11/2022 da Presidência altera?,24604,"[24604, 29853, 108475, 24572, 2693, 24652, 1716, 8365, 27476, 25494]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Qual o impedimento para o registro de uma escola nova e pronta no Marajó, e qual a medida do FNDE diante da falta de comprovação de dominialidade?",13188,"[13188, 13156, 6344, 13191, 13190, 12637, 13163, 13187, 13162, 13155]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quem são o relator, o requerente e o requerido do PROCESSO DE REVISÃO DISCIPLINAR de número 0000912-41.2011.2.00.0000?",106647,"[6206, 108434, 105864, 106372, 106252, 100160, 25106, 25433, 98976, 99944]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quais são as regras para a assinatura das provas de seleção, escrita e prática, e é possível solicitar sua revisão?",23601,"[118353, 23601, 23591, 118343, 23589, 118341, 118237, 121055, 118342, 23590]",2.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Qual era a finalidade da Portaria Nº 18 de 06/03/2012 e qual é o seu status atual?,102325,"[102316, 102225, 103276, 102383, 120441, 131333, 101865, 115325, 131313, 92218]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Qual foi a decisão tomada em relação à vista regimental do Conselheiro João Otávio de Noronha?,54129,"[59971, 56957, 57175, 57716, 56789, 51201, 50477, 57169, 56951, 51428]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quais são todos os nomes de pessoas listados no texto?,69867,"[77488, 77843, 60898, 21728, 61474, 61226, 63869, 61862, 60355, 61113]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Qual o número, relatora, requerente, requerido, assunto e decisão do PROCEDIMENTO DE CONTROLE ADMINISTRATIVO mencionado?",62414,"[80349, 45994, 81699, 46121, 46349, 46067, 4770, 86925, 4851, 4486]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Qual foi a decisão do Conselho sobre o direito de percepção do auxílio pré-escolar pelos magistrados do Tribunal de Justiça do Estado do Rio Grande do Sul, conforme a proclamação retificada?",22439,"[22439, 22602, 22728, 23132, 5664, 22440, 22603, 26395, 22978, 131563]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,O que foi decidido pela Relatora no processo disciplinar do TJMT referente ao magistrado Flávio Miraglia Fernandes e ao Desembargador Sebastião de Moraes Filho?,70840,"[70831, 67104, 80482, 97220, 26233, 97376, 78496, 58876, 96850, 70898]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quais pessoas o orador agradece e menciona estarem presentes, incluindo membros da sua família e outras autoridades, e qual a origem da maioria dos convidados?",13263,"[25655, 45702, 39692, 12404, 20822, 13263, 43355, 21014, 20821, 73167]",6.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quais são os critérios para a abertura de um Processo Administrativo Disciplinar e como eventuais falhas na sindicância afetam o PAD?,22140,"[92682, 92821, 22140, 32259, 31823, 80300, 80068, 68297, 80074, 80306]",3.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quais as condições que podem inviabilizar as nomeações de concursos, quem presidiu o julgamento e quando ele ocorreu?",82050,"[82054, 82048, 82350, 82344, 82356, 82041, 21358, 21255, 11833, 124758]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quais foram os pontos e considerações levantados em uma nova devolução referente ao encaminhamento de lista tríplice ao Governador?,88931,"[87465, 87864, 89480, 88806, 88922, 87902, 87310, 89326, 88119, 87232]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quais são as diretrizes para a designação de audiências e para a promoção de atos de cooperação judiciária?,1736,"[1736, 35350, 15039, 29696, 36880, 108881, 108875, 108877, 9911, 108876]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Qual o período e a modalidade de realização da inspeção ordinária nos setores administrativos e judiciais do Tribunal de Justiça do Estado da Paraíba (TJPB) e nas serventias extrajudiciais da Paraíba?,43724,"[43724, 55774, 44019, 115732, 2680, 29354, 29352, 11539, 2682, 55771]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quem foi designado como presidente da Comissão Permanente de Aperfeiçoamento da Justiça Militar, tanto federal quanto estadual, de acordo com a alteração promovida pelo Presidente do CNJ, Ministro Luiz Fux?",26987,"[39893, 26987, 62849, 25635, 27063, 28261, 28610, 27123, 34060, 32026]",2.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quais são as atribuições do Núcleo relativas ao planejamento e execução orçamentária de TIC e demais atividades típicas?,90018,"[90009, 90008, 90007, 89842, 89847, 89840, 89845, 89844, 89839, 89841]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quais são as atividades e atribuições relacionadas ao suporte, promoção e monitoramento da inovação tecnológica no âmbito do CNJ e do Poder Judiciário?",89964,"[89955, 8847, 89946, 89976, 89981, 89949, 89958, 89952, 6774, 31535]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Qual o procedimento para o depósito se a entidade devedora não optar pelo fracionamento previsto no §8º do art. 97 do ADCT?,110355,"[110346, 110333, 110095, 110342, 45265, 110345, 110335, 45271, 110337, 110295]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quais são as bases legais para a regulamentação da remuneração de conciliadores e mediadores e o que deve ser comunicado ao Conselho Nacional de Justiça a respeito da criação dos Núcleos?,109930,"[109921, 50723, 30727, 38394, 109972, 50720, 109951, 32463, 109975, 38380]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quais atos normativos foram adiados, incluindo seus números de processo, os nomes dos relatores e os assuntos específicos de cada um?",55086,"[22307, 39238, 22544, 5803, 23119, 25346, 44877, 68732, 69011, 71155]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"De acordo com o Artigo 21, quais encargos ou obrigações um magistrado não deve assumir e quais são as exceções permitidas constitucionalmente?",48460,"[48460, 48618, 55404, 48448, 42506, 125056, 125064, 9393, 50680, 42509]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Qual foi a decisão tomada pelo Conselho em relação à prorrogação da instrução processual e aos pedidos do Id 5945704, e quem presidiu o julgamento?",4192,"[4192, 3739, 3736, 3899, 4600, 38731, 38729, 25381, 3902, 38678]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quais são as obrigações relacionadas à manutenção de cadastros no Integra e à designação de administradores de ciclo?,8251,"[8251, 8248, 8250, 8252, 17043, 8239, 58425, 8245, 10621, 30654]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,A quem foi concedida a vista regimental e qual o começo da decisão mencionada?,118726,"[97888, 97893, 98250, 98287, 98270, 98292, 98186, 98189, 117623, 113548]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Qual foi a decisão unânime do Conselho em relação à posse de um candidato aprovado no certame?,21358,"[21358, 21255, 85477, 116226, 106018, 105931, 3316, 103851, 119171, 84741]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quais são as responsabilidades que envolvem o apoio a integrantes do SICJUS em ações de imprensa e a coordenação de comunicação e contratação de serviços?,117840,"[118095, 117831, 86, 117825, 118088, 84, 38350, 117827, 89, 89791]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quais são os principais tópicos e demandas abordados no Assunto da decisão do Juízo da Comarca de Amontada - CE, referentes ao TJCE?",91508,"[91499, 91618, 103714, 98133, 91461, 91555, 65043, 67800, 88870, 104168]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Qual foi a decisão do Conselho, e seu nível de consenso, a respeito do pedido de esclarecimentos relacionado à desconstituição de ato administrativo do concurso para serviços notariais e de registros do Rio Grande do Sul (Edital nº 02/2004 - CPCIRSNR)?",131181,"[131174, 131172, 132111, 132130, 131421, 131268, 129945, 105259, 105068, 130796]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Qual o tema da proposta do CNJ abordada no ATO NORMATIVO 0003751-63.2016.2.00.0000?,60765,"[60026, 45395, 54770, 54769, 59747, 14519, 59751, 61159, 61907, 61040]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Qual a razão pela qual Gilson Gipp propôs o adiamento e quais as opções de datas sugeridas para a definição do texto?,120235,"[120226, 120212, 64497, 124763, 124756, 124804, 124802, 124752, 124798, 124800]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Qual foi a decisão tomada em relação ao processo 0007039-29.2010.2.00.0000, cujo assunto é a proposta de resolução para pagamento de passivos de magistrados e servidores, e quem foram os conselheiros que receberam vista regimental?",68683,"[92852, 88076, 88491, 89416, 94565, 91902, 92686, 88908, 87298, 87685]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Qual foi o motivo da suspensão da prova oral do concurso público para Juiz Substituto do TJES, relacionado ao Edital nº 1/2011, conforme o Procedimento de Controle Administrativo 0000602-30.2014.2.00.0000?",75748,"[75739, 75754, 75227, 75212, 75759, 74353, 75744, 75710, 75217, 96213]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quais são as ocorrências de questionamento e invalidação frequentes perante o Conselho, e qual demora significativa é denunciada nos procedimentos de controle administrativo?",70567,"[126624, 70558, 108080, 119626, 118692, 11463, 118691, 81730, 81301, 93645]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quem presidiu o julgamento e quais Ministros e Conselheiros não compareceram, indicando o motivo de suas ausências?",113944,"[125155, 125158, 100099, 100012, 46317, 113098, 113478, 103738, 103558, 103468]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quais são as atribuições e deveres da Corregedoria Nacional de Justiça que fundamentam a resolução que está sendo publicada?,29203,"[2757, 20516, 29018, 28969, 29478, 35660, 35617, 36978, 28145, 29221]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quais são os detalhes do Procedimento de Controle Administrativo 0002116-52.2013.2.00.0000, incluindo sua data, a relatora, o requerente e a lista de todos os interessados?",79989,"[80349, 81699, 79980, 75663, 75307, 81711, 91502, 81281, 101506, 91648]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quais foram as presenças e ausências registradas, com justificativa, nas assentadas mencionadas no texto, incluindo os nomes e cargos dos participantes em cada etapa?",79359,"[73523, 73678, 71763, 60255, 63782, 80488, 32308, 73822, 4744, 44900]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"O que o Conselho aprovou por unanimidade, nos termos propostos pela Relatora, em plenário no dia 3 de março de 2015?",68914,"[78051, 22704, 66535, 105457, 105531, 73881, 93717, 111151, 102654, 112814]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Qual é o objetivo da Lei Henry Borel e quais são as disposições relativas à criação de juizados ou varas especializadas para crimes contra crianças e adolescentes, incluindo a competência subsidiária de outras varas?",35,"[35, 45441, 33154, 61405, 7983, 9437, 76947, 133165, 132472, 52609]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quais são as informações completas sobre o Recurso Administrativo no Procedimento de Controle Administrativo nº 0006296-09.2016.2.00.0000, incluindo relator, requerente, requerido, advogados e todos os assuntos envolvidos?",50648,"[57542, 52317, 33304, 51056, 33483, 33709, 33582, 33356, 116333, 119554]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Com base em que princípios o trabalho na Corregedoria Nacional foi pautado, e quais foram os objetivos principais, além da aplicação de penalidades?",43178,"[43178, 90382, 22219, 43135, 16857, 128954, 123517, 55470, 13404, 53281]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Qual a deliberação do Conselho Nacional de Justiça (CNJ) referente ao Juiz Federal M.F.R. e quais as implicações diretas para ele?,110558,"[110549, 110397, 24104, 133035, 9779, 117292, 28603, 35399, 132234, 34355]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quem são os requerentes na Reclamação para Garantia das Decisões número 0004751-93.2019.2.00.0000?,45518,"[45771, 45518, 46013, 45574, 48113, 48158, 86560, 91700, 86151, 91964]",2.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quais são as partes envolvidas e o relator do Pedido de Providências de número 2008.10.00.001523-9, e qual a sua Numeração Única?",113332,"[111745, 118531, 123596, 120008, 119969, 116294, 120633, 120514, 124430, 100092]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quais as vantagens dos sistemas de informatização para a formação e manutenção de arquivos de segurança, em comparação com a microfilmagem tradicional?",92217,"[92208, 92211, 92209, 38505, 53563, 42059, 38558, 8602, 69087, 114297]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quais são os nomes das pessoas representadas pelo advogado JONATAN RAULIM RAMOS em um caso envolvendo o TRIBUNAL DE JUSTIÇA DO ESTADO DA PARAÍBA como requerido?,5210,"[56019, 58558, 55897, 56157, 57250, 57032, 58716, 56722, 56595, 56296]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quais são os nomes listados no texto?,112110,"[21728, 133214, 117167, 113493, 69037, 68414, 8483, 77488, 77843, 68768]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Qual foi o motivo do indeferimento da inscrição de Paulo André de Campos Trindade no 40º Concurso Público para Juiz de Direito Substituto do TJDFT, conforme o Procedimento de Controle Administrativo 0000151-05.2014.2.00.0000?",76489,"[76480, 75925, 96814, 97175, 72426, 71486, 78482, 112172, 112054, 111877]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quais são as partes envolvidas, o relator, os advogados e o assunto do Procedimento de Controle Administrativo de número 0006711-31.2012.2.00.0000?",75784,"[80398, 93242, 101278, 87314, 96751, 95839, 94652, 82219, 84726, 91913]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quem é o requerente da CONSULTA 0007581-42.2013.2.00.0000, qual o relator, qual o principal assunto e qual a decisão atual?",73772,"[83955, 81689, 81352, 80341, 84324, 78071, 80379, 84411, 81377, 81733]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Qual é o assunto principal do Pedido de Providências nº 2008.10.00.000809-0?,124105,"[118771, 111745, 122656, 12485, 120487, 1447, 128209, 118449, 120008, 124430]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quais são os advogados listados que representam as partes na análise dos Decretos Judiciários do Tribunal de Justiça do Paraná?,119547,"[119782, 119538, 118740, 118450, 40147, 120393, 39256, 21923, 108823, 109146]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Para quais finalidades o item IV de educação física é utilizado?,31436,"[31436, 40992, 44715, 121608, 1869, 91316, 69576, 30096, 89642, 14902]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Qual era o objetivo principal da Portaria Nº 168 de 22/06/2023 e qual seu status atual?,16743,"[34346, 16743, 27161, 34327, 59568, 20318, 16747, 16737, 16806, 16501]",2.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,De que forma a liminar foi ratificada e quais termos foram seguidos?,84612,"[97873, 91709, 91698, 98323, 91962, 91973, 91982, 91954, 91718, 91690]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Qual foi a decisão unânime do Conselho Nacional de Justiça (CNJ) em 25 de junho de 2019 sobre o ATO NORMATIVO 0003101-16.2016.2.00.0000 e qual o assunto principal dessa resolução?,46106,"[46073, 46744, 46680, 45395, 5324, 92859, 46470, 389, 44894, 1729]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Qual foi a decisão do Conselho no Processo Administrativo Disciplinar número 0006316-73.2011.2.00.0000, envolvendo Luiz Zveiter?",74152,"[133553, 133403, 95026, 87376, 76258, 75885, 64324, 74143, 87474, 88769]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quais autoridades compareceram à sessão por meio de videoconferência?,39084,"[13808, 12391, 26099, 39962, 26271, 3092, 28641, 25112, 32461, 25534]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quem prestará apoio ao Comitê Gestor da Justiça Restaurativa e qual será a sua função?,27449,"[62974, 27449, 62988, 33750, 27446, 62976, 62982, 62970, 11092, 33862]",2.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Quem presidiu o julgamento e qual a situação de voto ou ausência dos Conselheiros Deborah Ciocci, Flavio Sirangelo e Nancy Andrighi?",67462,"[68895, 67455, 67458, 67452, 68897, 67462, 66836, 68009, 64498, 68892]",6.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,"Qual foi a decisão do Conselho em relação ao julgamento, por qual motivo e quem presidiu a sessão diante das ausências?",124125,"[112167, 112048, 111872, 68647, 108020, 107904, 82790, 83006, 40120, 3889]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Qual foi a decisão relativa ao RECURSO ADMINISTRATIVO NO PEDIDO DE PROVIDÊNCIAS de número 0003386-14.2013.2.00.0000?,82167,"[82531, 74991, 78317, 78248, 82473, 76393, 75579, 100924, 67623, 82814]",inf,False
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Que tipo de solução o órgão ou autoridade julgadora deve buscar quando decide celebrar um Termo de Ajustamento de Conduta (TAC) com o delegatário?,9596,"[9596, 9576, 41250, 9577, 17407, 53923, 41257, 9573, 9598, 121310]",1.0,True
bgem3_recursive,Modelo: bge-m3 | Estratégia: Recursiva,Quais são os deveres estabelecidos para que se promova a igualdade entre homens e mulheres e a superação de padrões socioculturais discriminatórios?,15153,"[15153, 15060, 31488, 15059, 25667, 35206, 42180, 1078, 46601, 44084]",1.0,True
